"business_id","Score","date","type"
3425,,"20150515","Complaint"
3425,,"20150515","Complaint"
3425,92,"20141216","Routine - Unscheduled"
3425,94,"20140521","Routine - Unscheduled"
3425,,"20131211","Reinspection/Followup"
3425,85,"20131203","Routine - Unscheduled"
3425,,"20130626","Complaint"
3425,,"20130605","Complaint"
3425,98,"20130319","Routine - Unscheduled"
3425,94,"20121107","Routine - Unscheduled"
3426,,"20150527","Reinspection/Followup"
3426,84,"20150331","Routine - Unscheduled"
3426,,"20140425","Reinspection/Followup"
3426,87,"20140327","Routine - Unscheduled"
3426,90,"20130724","Routine - Unscheduled"
3426,,"20121005","Reinspection/Followup"
3426,,"20120918","Reinspection/Followup"
3426,74,"20120917","Routine - Unscheduled"
3428,,"20150116","Reinspection/Followup"
3428,89,"20141117","Routine - Unscheduled"
3428,,"20130220","Reinspection/Followup"
3428,96,"20130211","Routine - Unscheduled"
3429,90,"20140514","Routine - Unscheduled"
3429,,"20140514","Complaint"
3429,86,"20131030","Routine - Unscheduled"
3429,,"20130222","Reinspection/Followup"
3429,80,"20130207","Routine - Unscheduled"
3429,,"20120917","Complaint Reinspection/Followup"
3429,,"20120910","Complaint"
3431,94,"20150202","Routine - Unscheduled"
3431,94,"20140527","Routine - Unscheduled"
3431,92,"20130808","Routine - Unscheduled"
3432,89,"20140709","Routine - Unscheduled"
3432,96,"20130809","Routine - Unscheduled"
3433,,"20150622","New Construction"
3433,85,"20140603","Routine - Unscheduled"
3433,,"20131205","Reinspection/Followup"
3433,86,"20131118","Routine - Unscheduled"
3433,,"20130201","Reinspection/Followup"
3433,,"20130116","Complaint"
3433,90,"20130116","Routine - Unscheduled"
3437,96,"20141021","Routine - Unscheduled"
3437,91,"20140206","Routine - Unscheduled"
3437,94,"20130610","Routine - Unscheduled"
3439,94,"20140829","Routine - Unscheduled"
3439,89,"20140122","Routine - Unscheduled"
3439,91,"20130419","Routine - Unscheduled"
3440,93,"20150603","Routine - Unscheduled"
3440,,"20140409","Reinspection/Followup"
3440,96,"20140409","Routine - Unscheduled"
3440,90,"20130327","Routine - Unscheduled"
3443,,"20141021","Foodborne Illness Investigation"
3443,87,"20140610","Routine - Unscheduled"
3443,88,"20131015","Routine - Unscheduled"
3443,,"20130102","Reinspection/Followup"
3443,90,"20121213","Routine - Unscheduled"
3444,,"20140820","Complaint"
3444,90,"20140516","Routine - Unscheduled"
3444,,"20131108","Complaint"
3444,90,"20130828","Routine - Unscheduled"
3444,,"20121210","Reinspection/Followup"
3444,76,"20121203","Routine - Unscheduled"
3445,83,"20140611","Routine - Unscheduled"
3445,90,"20131016","Routine - Unscheduled"
3445,,"20130102","Reinspection/Followup"
3445,80,"20121213","Routine - Unscheduled"
3446,,"20141030","Foodborne Illness Investigation"
3446,,"20141010","Foodborne Illness Investigation"
3446,,"20141010","Foodborne Illness Investigation"
3446,94,"20140812","Routine - Unscheduled"
3446,90,"20131112","Routine - Unscheduled"
3446,94,"20121212","Routine - Unscheduled"
3446,,"20121212","Complaint"
3449,88,"20150223","Routine - Unscheduled"
3449,90,"20131216","Routine - Unscheduled"
3449,,"20130306","Reinspection/Followup"
3449,79,"20130305","Routine - Unscheduled"
3456,92,"20140519","Routine - Unscheduled"
3456,92,"20130912","Routine - Unscheduled"
3456,94,"20121017","Routine - Unscheduled"
3457,,"20141121","Reinspection/Followup"
3457,79,"20141104","Routine - Unscheduled"
3457,,"20140416","Reinspection/Followup"
3457,87,"20140409","Routine - Unscheduled"
3457,88,"20131016","Routine - Unscheduled"
3459,,"20150629","Non-inspection site visit"
3459,,"20150427","Reinspection/Followup"
3459,54,"20150407","Routine - Unscheduled"
3459,,"20140604","Reinspection/Followup"
3459,85,"20140528","Routine - Unscheduled"
3459,76,"20131114","Routine - Unscheduled"
3459,,"20130301","Reinspection/Followup"
3459,88,"20130221","Routine - Unscheduled"
3468,,"20150624","Reinspection/Followup"
3468,88,"20150610","Routine - Unscheduled"
3468,90,"20140513","Routine - Unscheduled"
3468,,"20130925","Reinspection/Followup"
3468,89,"20130924","Routine - Unscheduled"
3468,,"20130514","Reinspection/Followup"
3468,77,"20130422","Routine - Unscheduled"
3468,,"20120907","Reinspection/Followup"
3475,,"20150514","Reinspection/Followup"
3475,69,"20150511","Routine - Unscheduled"
3475,,"20140604","Non-inspection site visit"
3475,85,"20140514","Routine - Unscheduled"
3475,,"20140411","Reinspection/Followup"
3475,,"20140410","Non-inspection site visit"
3475,,"20131107","Reinspection/Followup"
3475,89,"20131031","Routine - Unscheduled"
3475,,"20130716","Complaint"
3475,96,"20130129","Routine - Unscheduled"
3476,79,"20141203","Routine - Unscheduled"
3476,,"20140430","Routine - Unscheduled"
3476,,"20130813","Reinspection/Followup"
3476,,"20130806","Routine - Unscheduled"
3476,,"20121106","Routine - Unscheduled"
3477,91,"20150526","Routine - Unscheduled"
3477,,"20150114","Non-inspection site visit"
3477,90,"20140121","Routine - Unscheduled"
3477,,"20130805","Reinspection/Followup"
3477,96,"20130729","Routine - Unscheduled"
3477,,"20130122","Reinspection/Followup"
3477,,"20130122","Reinspection/Followup"
3477,93,"20130114","Routine - Unscheduled"
3477,,"20121114","Complaint"
3477,,"20120815","Complaint"
3478,94,"20141002","Routine - Unscheduled"
3478,90,"20140128","Routine - Unscheduled"
3478,100,"20130509","Routine - Unscheduled"
3478,,"20120913","Reinspection/Followup"
3478,90,"20120906","Routine - Unscheduled"
3480,,"20150520","Reinspection/Followup"
3480,84,"20150513","Routine - Unscheduled"
3480,,"20140617","New Construction"
3480,90,"20140617","Routine - Unscheduled"
3480,,"20131120","Reinspection/Followup"
3480,,"20131120","Non-inspection site visit"
3480,68,"20131115","Routine - Unscheduled"
3480,,"20131114","Reinspection/Followup"
3480,,"20130122","Reinspection/Followup"
3480,71,"20130117","Routine - Unscheduled"
3481,80,"20140711","Routine - Unscheduled"
3481,,"20140206","Reinspection/Followup"
3481,72,"20140205","Routine - Unscheduled"
3481,84,"20130319","Routine - Unscheduled"
3482,,"20150424","Reinspection/Followup"
3482,100,"20150410","Routine - Unscheduled"
3482,,"20140513","Reinspection/Followup"
3482,85,"20140505","Routine - Unscheduled"
3482,94,"20130205","Routine - Unscheduled"
3484,96,"20140626","Routine - Unscheduled"
3484,94,"20130321","Routine - Unscheduled"
3485,,"20150803","Foodborne Illness Investigation"
3485,83,"20150803","Routine - Unscheduled"
3485,,"20150324","Reinspection/Followup"
3485,64,"20150317","Routine - Unscheduled"
3485,90,"20140617","Routine - Unscheduled"
3485,94,"20140206","Routine - Unscheduled"
3485,,"20131028","Complaint"
3485,96,"20130604","Routine - Unscheduled"
3485,98,"20121023","Routine - Unscheduled"
3488,,"20140612","Administrative or Document Review"
3488,90,"20140610","Routine - Unscheduled"
3488,,"20131016","Reinspection/Followup"
3488,78,"20131015","Routine - Unscheduled"
3488,,"20121011","Reinspection/Followup"
3488,80,"20121010","Routine - Unscheduled"
3490,100,"20141212","Routine - Unscheduled"
3490,100,"20130822","Routine - Unscheduled"
3491,96,"20150313","Routine - Unscheduled"
3491,,"20140604","Reinspection/Followup"
3491,90,"20140529","Routine - Unscheduled"
3491,,"20130717","Reinspection/Followup"
3491,85,"20130710","Routine - Unscheduled"
3491,,"20121001","Reinspection/Followup"
3491,84,"20120913","Routine - Unscheduled"
3492,96,"20150609","Routine - Unscheduled"
3492,94,"20140512","Routine - Unscheduled"
3492,92,"20130417","Routine - Unscheduled"
3495,,"20150811","Complaint"
3495,,"20141006","Reinspection/Followup"
3495,86,"20140909","Routine - Unscheduled"
3495,,"20140909","Complaint"
3495,,"20131015","Reinspection/Followup"
3495,88,"20130930","Routine - Unscheduled"
3495,,"20121127","Reinspection/Followup"
3495,92,"20121113","Routine - Unscheduled"
3496,100,"20150609","Routine - Unscheduled"
3496,98,"20140513","Routine - Unscheduled"
3496,100,"20130530","Routine - Unscheduled"
3497,87,"20150226","Routine - Unscheduled"
3497,,"20150105","Non-inspection site visit"
3497,90,"20131210","Routine - Unscheduled"
3497,92,"20121210","Routine - Unscheduled"
3498,91,"20150302","Routine - Unscheduled"
3498,100,"20140415","Routine - Unscheduled"
3498,100,"20130521","Routine - Unscheduled"
3503,100,"20140923","Routine - Unscheduled"
3503,100,"20131210","Routine - Unscheduled"
3503,,"20131210","Reinspection/Followup"
3503,96,"20120906","Routine - Unscheduled"
3504,100,"20141006","Routine - Unscheduled"
3504,,"20140317","Reinspection/Followup"
3504,90,"20131227","Routine - Unscheduled"
3504,91,"20130404","Routine - Unscheduled"
3504,88,"20120822","Routine - Unscheduled"
3510,84,"20150527","Routine - Unscheduled"
3510,96,"20140318","Routine - Unscheduled"
3510,,"20130115","Reinspection/Followup"
3510,72,"20130108","Routine - Unscheduled"
3512,,"20150223","Reinspection/Followup"
3512,98,"20141028","Routine - Unscheduled"
3512,,"20141028","Reinspection/Followup"
3512,96,"20131114","Routine - Unscheduled"
3512,,"20131114","Reinspection/Followup"
3512,,"20131114","Complaint"
3512,,"20130926","New Construction"
3512,,"20130319","Reinspection/Followup"
3512,,"20130312","Reinspection/Followup"
3512,72,"20130305","Routine - Unscheduled"
3515,100,"20150205","Routine - Unscheduled"
3515,100,"20140730","Routine - Unscheduled"
3515,100,"20131107","Routine - Unscheduled"
3515,,"20130206","Reinspection/Followup"
3515,,"20130130","Reinspection/Followup"
3515,96,"20130123","Routine - Unscheduled"
3518,,"20150507","Reinspection/Followup"
3518,100,"20150504","Routine - Unscheduled"
3518,100,"20140808","Routine - Unscheduled"
3518,100,"20140122","Routine - Unscheduled"
3518,,"20140122","Reinspection/Followup"
3518,96,"20130131","Routine - Unscheduled"
3519,100,"20150504","Routine - Unscheduled"
3519,100,"20140808","Routine - Unscheduled"
3519,100,"20140122","Routine - Unscheduled"
3519,,"20140122","Reinspection/Followup"
3519,,"20130213","Reinspection/Followup"
3519,85,"20130131","Routine - Unscheduled"
3520,100,"20150624","Routine - Unscheduled"
3520,,"20150624","Reinspection/Followup"
3520,,"20140421","Reinspection/Followup"
3520,96,"20140421","Routine - Unscheduled"
3520,,"20130117","Reinspection/Followup"
3520,90,"20130110","Routine - Unscheduled"
3522,85,"20150121","Routine - Unscheduled"
3522,94,"20140417","Routine - Unscheduled"
3522,96,"20130826","Routine - Unscheduled"
3522,,"20130213","Reinspection/Followup"
3522,86,"20121210","Routine - Unscheduled"
3524,,"20140919","Reinspection/Followup"
3524,,"20140912","Reinspection/Followup"
3524,,"20140829","Reinspection/Followup"
3524,80,"20140822","Routine - Unscheduled"
3524,,"20140723","Non-inspection site visit"
3524,,"20140520","Non-inspection site visit"
3524,,"20140514","Non-inspection site visit"
3524,96,"20121206","Routine - Unscheduled"
3525,,"20150218","Reinspection/Followup"
3525,98,"20150126","Routine - Unscheduled"
3525,,"20140318","Reinspection/Followup"
3525,98,"20140214","Routine - Unscheduled"
3525,,"20140214","Reinspection/Followup"
3525,96,"20121116","Routine - Unscheduled"
3528,79,"20150603","Routine - Unscheduled"
3528,,"20150603","Reinspection/Followup"
3528,73,"20140626","Routine - Unscheduled"
3528,94,"20131217","Routine - Unscheduled"
3528,86,"20130131","Routine - Unscheduled"
3528,,"20130131","Reinspection/Followup"
3528,,"20120817","Reinspection/Followup"
3529,76,"20150121","Routine - Unscheduled"
3529,70,"20140416","Routine - Unscheduled"
3529,,"20131025","Complaint"
3529,76,"20131025","Routine - Unscheduled"
3529,,"20131025","Reinspection/Followup"
3529,87,"20130108","Routine - Unscheduled"
3536,92,"20150519","Routine - Unscheduled"
3536,76,"20140214","Routine - Unscheduled"
3536,,"20121214","Reinspection/Followup"
3536,,"20121121","Reinspection/Followup"
3536,80,"20121114","Routine - Unscheduled"
3538,,"20150107","Reinspection/Followup"
3538,96,"20150107","Routine - Unscheduled"
3538,94,"20140307","Routine - Unscheduled"
3538,,"20121214","Reinspection/Followup"
3538,,"20121206","Reinspection/Followup"
3538,70,"20121129","Routine - Unscheduled"
3538,,"20121129","Complaint"
3541,,"20150401","Reinspection/Followup"
3541,,"20150218","Reinspection/Followup"
3541,94,"20150218","Routine - Unscheduled"
3541,81,"20131217","Routine - Unscheduled"
3543,94,"20150122","Routine - Unscheduled"
3543,,"20140417","Reinspection/Followup"
3543,69,"20140416","Routine - Unscheduled"
3543,,"20131003","Reinspection/Followup"
3543,,"20131003","Complaint"
3543,,"20130919","Complaint"
3543,84,"20130826","Routine - Unscheduled"
3543,87,"20120820","Routine - Unscheduled"
3547,96,"20150123","Routine - Unscheduled"
3547,96,"20140609","Routine - Unscheduled"
3547,98,"20131217","Routine - Unscheduled"
3547,94,"20130404","Routine - Unscheduled"
3547,90,"20120820","Routine - Unscheduled"
3548,94,"20140729","Routine - Unscheduled"
3548,,"20140124","Reinspection/Followup"
3548,81,"20140114","Routine - Unscheduled"
3548,91,"20121217","Routine - Unscheduled"
3548,,"20120920","Reinspection/Followup"
3550,88,"20140603","Routine - Unscheduled"
3550,,"20130926","Reinspection/Followup"
3550,87,"20130923","Routine - Unscheduled"
3550,100,"20121107","Routine - Unscheduled"
3557,,"20150324","Reinspection/Followup"
3557,90,"20150317","Routine - Unscheduled"
3557,,"20140314","Reinspection/Followup"
3557,87,"20140225","Routine - Unscheduled"
3557,,"20130227","Reinspection/Followup"
3557,92,"20130227","Routine - Unscheduled"
3561,96,"20141010","Routine - Unscheduled"
3561,,"20140307","Reinspection/Followup"
3561,85,"20140228","Routine - Unscheduled"
3561,100,"20130228","Routine - Unscheduled"
3562,,"20141030","Reinspection/Followup"
3562,,"20141017","Reinspection/Followup"
3562,88,"20141006","Routine - Unscheduled"
3562,94,"20140618","Routine - Unscheduled"
3562,90,"20131206","Routine - Unscheduled"
3562,94,"20130424","Routine - Unscheduled"
3562,,"20120830","Reinspection/Followup"
3566,90,"20150423","Routine - Unscheduled"
3566,92,"20140319","Routine - Unscheduled"
3566,86,"20121130","Routine - Unscheduled"
3571,,"20140610","Reinspection/Followup"
3571,81,"20140603","Routine - Unscheduled"
3571,,"20130927","Reinspection/Followup"
3571,88,"20130909","Routine - Unscheduled"
3571,,"20130206","Reinspection/Followup"
3575,89,"20140325","Routine - Unscheduled"
3575,,"20130124","Reinspection/Followup"
3575,,"20130117","Reinspection/Followup"
3575,81,"20130110","Routine - Unscheduled"
3578,,"20150402","Reinspection/Followup"
3578,,"20150323","Complaint"
3578,91,"20150323","Routine - Unscheduled"
3578,,"20140522","Reinspection/Followup"
3578,,"20140513","Reinspection/Followup"
3578,,"20140430","Reinspection/Followup"
3578,85,"20140416","Routine - Unscheduled"
3578,,"20130926","Reinspection/Followup"
3578,,"20130924","Reinspection/Followup"
3578,92,"20130916","Routine - Unscheduled"
3578,,"20130220","Reinspection/Followup"
3578,80,"20130114","Routine - Unscheduled"
3586,94,"20140806","Routine - Unscheduled"
3586,94,"20140210","Routine - Unscheduled"
3586,,"20130809","Reinspection/Followup"
3586,94,"20130718","Routine - Unscheduled"
3586,100,"20130222","Routine - Unscheduled"
3587,,"20150413","Complaint"
3587,,"20141014","Complaint"
3587,,"20141010","Reinspection/Followup"
3587,65,"20140925","Routine - Unscheduled"
3587,,"20140428","Reinspection/Followup"
3587,86,"20140325","Routine - Unscheduled"
3587,,"20140205","Complaint"
3587,,"20130829","Reinspection/Followup"
3587,,"20130819","Foodborne Illness Investigation"
3587,80,"20130710","Routine - Unscheduled"
3587,,"20130710","Foodborne Illness Investigation"
3587,,"20121214","Reinspection/Followup"
3587,68,"20121206","Routine - Unscheduled"
3591,,"20150522","Foodborne Illness Investigation"
3591,,"20150317","Reinspection/Followup"
3591,90,"20150305","Routine - Unscheduled"
3591,,"20141106","Reinspection/Followup"
3591,85,"20141027","Routine - Unscheduled"
3591,,"20140718","Reinspection/Followup"
3591,79,"20140602","Routine - Unscheduled"
3591,,"20140122","Reinspection/Followup"
3591,79,"20140108","Routine - Unscheduled"
3591,,"20130322","Reinspection/Followup"
3591,84,"20130227","Routine - Unscheduled"
3591,66,"20120822","Routine - Unscheduled"
3591,,"20120822","Complaint"
3594,98,"20141118","Routine - Unscheduled"
3594,81,"20140123","Routine - Unscheduled"
3594,86,"20130312","Routine - Unscheduled"
3595,,"20141114","Complaint"
3595,98,"20140929","Routine - Unscheduled"
3595,96,"20140402","Routine - Unscheduled"
3595,,"20140402","Complaint"
3595,100,"20140129","Routine - Unscheduled"
3595,100,"20130415","Routine - Unscheduled"
3595,,"20130404","Complaint"
3595,96,"20121023","Routine - Unscheduled"
3607,96,"20140702","Routine - Unscheduled"
3607,,"20140131","Reinspection/Followup"
3607,94,"20140117","Routine - Unscheduled"
3607,100,"20130325","Routine - Unscheduled"
3607,,"20120815","Reinspection/Followup"
3611,,"20140902","Complaint Reinspection/Followup"
3611,,"20140827","Complaint"
3611,92,"20140813","Routine - Unscheduled"
3611,,"20140603","Complaint"
3611,,"20130501","Reinspection/Followup"
3611,91,"20130419","Routine - Unscheduled"
3612,81,"20140228","Routine - Unscheduled"
3612,,"20130905","Complaint"
3612,,"20130314","Complaint"
3612,87,"20130214","Routine - Unscheduled"
3613,,"20140711","Reinspection/Followup"
3613,,"20140619","Reinspection/Followup"
3613,72,"20140611","Routine - Unscheduled"
3613,,"20140102","Reinspection/Followup"
3613,80,"20131216","Routine - Unscheduled"
3613,,"20121102","Reinspection/Followup"
3613,86,"20121025","Routine - Unscheduled"
3614,98,"20150610","Routine - Unscheduled"
3614,,"20150115","Non-inspection site visit"
3614,94,"20140424","Routine - Unscheduled"
3614,,"20140107","Complaint"
3614,,"20131112","Reinspection/Followup"
3614,83,"20131105","Routine - Unscheduled"
3614,,"20130827","Complaint"
3614,,"20130528","Reinspection/Followup"
3614,93,"20130520","Routine - Unscheduled"
3614,,"20121206","Complaint"
3614,,"20121127","Reinspection/Followup"
3614,78,"20121120","Routine - Unscheduled"
3615,94,"20150113","Routine - Unscheduled"
3615,98,"20140305","Routine - Unscheduled"
3615,,"20130815","Reinspection/Followup"
3615,92,"20130725","Routine - Unscheduled"
3615,,"20121029","Complaint"
3615,100,"20121029","Routine - Unscheduled"
3615,,"20120913","Complaint"
3616,94,"20141217","Routine - Unscheduled"
3616,,"20140407","Reinspection/Followup"
3616,92,"20140319","Routine - Unscheduled"
3616,,"20130808","Reinspection/Followup"
3616,85,"20130723","Routine - Unscheduled"
3621,,"20150729","Complaint"
3621,,"20150713","Reinspection/Followup"
3621,89,"20150528","Routine - Unscheduled"
3621,98,"20140325","Routine - Unscheduled"
3621,,"20131003","Reinspection/Followup"
3621,89,"20130926","Routine - Unscheduled"
3621,,"20130402","Reinspection/Followup"
3621,94,"20130319","Routine - Unscheduled"
3621,,"20120821","Reinspection/Followup"
3623,,"20140822","Reinspection/Followup"
3623,90,"20140811","Routine - Unscheduled"
3623,,"20140213","Reinspection/Followup"
3623,90,"20140128","Routine - Unscheduled"
3623,,"20130624","Reinspection/Followup"
3623,83,"20130612","Routine - Unscheduled"
3623,,"20121212","Reinspection/Followup"
3623,88,"20121205","Routine - Unscheduled"
3626,92,"20150127","Routine - Unscheduled"
3626,94,"20140225","Routine - Unscheduled"
3626,,"20130723","Reinspection/Followup"
3626,,"20130712","Reinspection/Followup"
3626,92,"20130701","Routine - Unscheduled"
3626,,"20120925","Reinspection/Followup"
3626,,"20120917","Complaint"
3626,94,"20120917","Routine - Unscheduled"
3630,,"20140314","Reinspection/Followup"
3630,,"20140307","Reinspection/Followup"
3630,92,"20140228","Routine - Unscheduled"
3630,,"20131113","Complaint"
3630,,"20131105","Complaint"
3630,,"20131029","Complaint"
3630,,"20130301","Reinspection/Followup"
3630,94,"20130222","Routine - Unscheduled"
3631,96,"20130930","Routine - Unscheduled"
3633,90,"20150402","Routine - Unscheduled"
3633,,"20150120","Complaint"
3633,,"20140709","Complaint"
3633,,"20140226","Complaint"
3633,96,"20140226","Routine - Unscheduled"
3633,,"20140116","Complaint"
3633,,"20131219","Complaint"
3633,,"20130419","Reinspection/Followup"
3633,,"20130409","Reinspection/Followup"
3633,,"20130312","Reinspection/Followup"
3633,,"20130225","Reinspection/Followup"
3633,87,"20130213","Routine - Unscheduled"
3639,79,"20150512","Routine - Unscheduled"
3639,,"20140604","Reinspection/Followup"
3639,,"20140312","Reinspection/Followup"
3639,,"20140127","Complaint"
3639,,"20140127","Reinspection/Followup"
3639,,"20140124","Complaint Reinspection/Followup"
3639,85,"20140122","Routine - Unscheduled"
3639,85,"20130513","Routine - Unscheduled"
3639,,"20130513","Complaint"
3639,,"20121019","Reinspection/Followup"
3639,98,"20120926","Routine - Unscheduled"
3640,,"20150402","Complaint"
3640,,"20141209","Reinspection/Followup"
3640,81,"20141120","Routine - Unscheduled"
3640,,"20131105","Reinspection/Followup"
3640,72,"20131029","Routine - Unscheduled"
3640,,"20130730","Complaint"
3640,,"20130521","Reinspection/Followup"
3640,,"20130520","Reinspection/Followup"
3640,88,"20130507","Routine - Unscheduled"
3640,,"20121224","Reinspection/Followup"
3640,90,"20121010","Routine - Unscheduled"
3640,,"20120822","Reinspection/Followup"
3640,,"20120822","Complaint"
3642,96,"20140804","Routine - Unscheduled"
3642,100,"20130116","Routine - Unscheduled"
3643,94,"20140617","Routine - Unscheduled"
3643,94,"20131213","Routine - Unscheduled"
3643,,"20130627","Reinspection/Followup"
3643,96,"20130510","Routine - Unscheduled"
3643,,"20121121","Non-inspection site visit"
3643,,"20121024","Reinspection/Followup"
3643,94,"20121012","Routine - Unscheduled"
3645,,"20150507","Reinspection/Followup"
3645,92,"20150429","Routine - Unscheduled"
3645,,"20130716","Reinspection/Followup"
3645,89,"20130709","Routine - Unscheduled"
3645,,"20121219","Non-inspection site visit"
3645,,"20121212","Reinspection/Followup"
3645,,"20121212","Complaint"
3645,94,"20121205","Routine - Unscheduled"
3645,,"20121205","Complaint"
3646,98,"20150408","Routine - Unscheduled"
3646,,"20130829","Complaint"
3646,100,"20130829","Routine - Unscheduled"
3646,100,"20130131","Routine - Unscheduled"
3649,,"20150130","Complaint"
3649,,"20150106","Complaint"
3649,94,"20141003","Routine - Unscheduled"
3649,92,"20131216","Routine - Unscheduled"
3649,,"20130318","Complaint"
3649,94,"20121024","Routine - Unscheduled"
3651,96,"20140428","Routine - Unscheduled"
3651,,"20131206","Complaint"
3651,,"20131112","Reinspection/Followup"
3651,91,"20131106","Routine - Unscheduled"
3651,,"20130528","Reinspection/Followup"
3651,93,"20130521","Routine - Unscheduled"
3651,,"20130315","Complaint"
3651,,"20130315","Complaint"
3651,,"20130103","Complaint"
3651,,"20121210","Complaint"
3651,,"20121204","Reinspection/Followup"
3651,93,"20121127","Routine - Unscheduled"
3651,,"20120928","Complaint"
3655,96,"20150126","Routine - Unscheduled"
3655,96,"20131112","Routine - Unscheduled"
3655,90,"20130108","Routine - Unscheduled"
3659,,"20150528","Reinspection/Followup"
3659,73,"20150402","Routine - Unscheduled"
3659,,"20150402","Foodborne Illness Investigation"
3659,,"20140617","Complaint"
3659,85,"20140617","Routine - Unscheduled"
3659,,"20140306","New Construction"
3659,,"20121003","Non-inspection site visit"
3659,,"20120928","Non-inspection site visit"
3659,,"20120918","Complaint"
3659,,"20120918","Reinspection/Followup"
3659,,"20120914","Reinspection/Followup"
3659,,"20120910","Reinspection/Followup"
3659,,"20120831","Reinspection/Followup"
3661,93,"20140418","Routine - Unscheduled"
3661,98,"20131022","Routine - Unscheduled"
3661,,"20130717","Complaint Reinspection/Followup"
3661,,"20130716","Complaint"
3661,,"20130502","Reinspection/Followup"
3661,93,"20130425","Routine - Unscheduled"
3661,,"20121221","Non-inspection site visit"
3661,,"20121218","Non-inspection site visit"
3661,,"20121113","Reinspection/Followup"
3661,96,"20121030","Routine - Unscheduled"
3664,,"20150618","Reinspection/Followup"
3664,79,"20150513","Routine - Unscheduled"
3664,92,"20140402","Routine - Unscheduled"
3664,,"20131010","Reinspection/Followup"
3664,92,"20131003","Routine - Unscheduled"
3664,,"20130410","Reinspection/Followup"
3664,96,"20130329","Routine - Unscheduled"
3664,,"20121221","Non-inspection site visit"
3664,,"20121218","Non-inspection site visit"
3664,,"20121026","Reinspection/Followup"
3664,84,"20121018","Routine - Unscheduled"
3665,,"20150722","Reinspection/Followup"
3665,89,"20150529","Routine - Unscheduled"
3665,100,"20140225","Routine - Unscheduled"
3665,100,"20130904","Routine - Unscheduled"
3665,,"20130729","Non-inspection site visit"
3665,100,"20130311","Routine - Unscheduled"
3665,,"20120827","Reinspection/Followup"
3665,93,"20120821","Routine - Unscheduled"
3674,96,"20150212","Routine - Unscheduled"
3674,,"20140625","New Construction"
3674,98,"20140625","Routine - Unscheduled"
3674,94,"20130820","Routine - Unscheduled"
3674,,"20121108","Reinspection/Followup"
3674,89,"20121015","Routine - Unscheduled"
3676,,"20150619","Complaint"
3676,85,"20150619","Routine - Unscheduled"
3676,,"20141007","Reinspection/Followup"
3676,74,"20141006","Routine - Unscheduled"
3676,,"20140317","Reinspection/Followup"
3676,81,"20140211","Routine - Unscheduled"
3676,,"20131205","Complaint"
3676,,"20131204","Complaint"
3676,,"20130801","Reinspection/Followup"
3676,,"20130731","Complaint"
3676,,"20130731","Reinspection/Followup"
3676,,"20130610","New Construction"
3676,,"20130419","Non-inspection site visit"
3676,,"20130412","Complaint"
3676,90,"20130107","Routine - Unscheduled"
3676,,"20120830","New Construction"
3677,92,"20140606","Routine - Unscheduled"
3677,86,"20131003","Routine - Unscheduled"
3677,,"20130208","Complaint"
3677,,"20130131","Reinspection/Followup"
3677,,"20130116","Reinspection/Followup"
3677,67,"20121226","Routine - Unscheduled"
3678,,"20150610","Reinspection/Followup"
3678,,"20150610","Complaint"
3678,,"20150423","Complaint"
3678,86,"20150121","Routine - Unscheduled"
3678,86,"20140507","Routine - Unscheduled"
3678,,"20131127","Reinspection/Followup"
3678,87,"20130926","Routine - Unscheduled"
3678,,"20130416","Reinspection/Followup"
3678,81,"20130131","Routine - Unscheduled"
3682,,"20150204","Reinspection/Followup"
3682,,"20150127","Complaint"
3682,,"20150127","Routine - Scheduled"
3682,,"20150127","Complaint"
3682,76,"20140325","Routine - Unscheduled"
3682,,"20131029","Complaint"
3682,87,"20131029","Routine - Unscheduled"
3682,89,"20130603","Routine - Unscheduled"
3682,87,"20121113","Routine - Unscheduled"
3682,,"20121012","Complaint"
3690,,"20150512","Complaint"
3690,94,"20140806","Routine - Unscheduled"
3690,96,"20131118","Routine - Unscheduled"
3690,98,"20130528","Routine - Unscheduled"
3693,,"20140730","Complaint"
3693,,"20140409","Reinspection/Followup"
3693,,"20140402","Complaint"
3693,73,"20140402","Routine - Unscheduled"
3693,,"20140402","Complaint"
3693,72,"20130409","Routine - Unscheduled"
3693,,"20121003","Reinspection/Followup"
3693,82,"20120925","Routine - Unscheduled"
3699,94,"20150326","Routine - Unscheduled"
3699,100,"20140311","Routine - Unscheduled"
3699,96,"20130619","Routine - Unscheduled"
3699,92,"20120816","Routine - Unscheduled"
3700,100,"20141106","Routine - Unscheduled"
3700,100,"20140228","Routine - Unscheduled"
3700,100,"20130807","Routine - Unscheduled"
3700,,"20130108","Reinspection/Followup"
3700,96,"20121129","Routine - Unscheduled"
3707,100,"20150311","Routine - Unscheduled"
3707,94,"20140528","Routine - Unscheduled"
3707,,"20130725","Reinspection/Followup"
3707,94,"20130710","Routine - Unscheduled"
3707,,"20121108","Reinspection/Followup"
3707,92,"20121025","Routine - Unscheduled"
3710,,"20150223","Non-inspection site visit"
3710,100,"20140414","Routine - Unscheduled"
3710,92,"20130911","Routine - Unscheduled"
3710,92,"20121031","Routine - Unscheduled"
3711,90,"20150522","Routine - Unscheduled"
3711,96,"20131209","Routine - Unscheduled"
3711,,"20120906","Reinspection/Followup"
3711,,"20120830","Reinspection/Followup"
3711,,"20120830","Non-inspection site visit"
3711,84,"20120823","Routine - Unscheduled"
3715,,"20150615","Reinspection/Followup"
